Tm_(C),m_(kcal/mol/M),Cm_(M),∆G_H2O_(kcal/mol)
,-1.97,2.12,4.18
,-2.3,1.99,4.57
,-1.96,2.25,4.42
,-1.91,2.29,4.36
,-2.07,1.55,3.23
,-1.87,1.55,2.89
,-2.05,1.45,2.98
,-2.09,1.46,3.06
,-1.47,1.11,1.63
,-1.96,1.41,2.78
,-1.53,1.72,2.63
,-1.42,1.66,2.38
,-1.75,2.34,4.11
,-2.51,0.43,1.11
,-2.05,1.37,2.81
,-1.81,1.36,2.48
,-2.19,2.17,4.77
,-1.96,1.83,3.58
,-2.21,1.21,2.67
,-1.85,1.5,2.79
,-1.95,2.39,4.65
,-2.35,1.04,2.44
,-2.12,1.64,3.48
,-1.5,1.4,2.1
,-2.22,1.33,2.95
,-2.5,0.85,2.14
,-2.15,1.01,2.16
,-2.2,1.03,2.27
,-2.17,0.92,2.0
,-2.57,1.08,2.78
,-1.76,0.62,1.09
,-2.49,0.2,0.01
,-2.19,1.93,4.23
,-2.23,1.16,2.59
,-2.09,1.85,3.87
,-1.92,1.59,3.04
,-2.11,1.52,3.2
,-2.19,0.96,2.1
,-1.72,2.74,4.7
,-1.65,1.47,2.44
,-1.77,2.22,3.96
,-1.8,2.69,4.83
,-1.95,2.27,4.43
,-1.77,2.41,4.28
,-1.77,2.31,4.08
,-1.89,2.45,4.61
,-2.14,1.54,3.28
,-1.81,2.46,4.45
,-1.99,2.39,4.75
,-1.88,2.17,4.07
,-1.9,2.44,4.65
,-1.37,2.53,3.45
,-1.71,2.71,4.63
,-1.69,2.49,4.21
,-1.84,2.23,4.1
,-2.01,2.11,4.25
,-1.74,2.64,4.59
,-1.64,2.6,4.27
,-1.7,3.03,5.16
,-1.68,2.6,4.37
,-1.87,2.0,3.74
,-1.75,2.08,3.66
,-1.78,2.53,4.5
,-1.95,2.12,4.14
,-1.78,2.29,4.06
,-1.98,2.42,4.78
,-2.08,2.04,4.23
,-1.51,1.24,1.89
,-2.12,2.35,5.0
,-1.97,2.18,4.29
,-1.68,2.39,4.02
,-1.59,2.37,3.76
,-1.95,2.55,4.95
,-1.75,2.61,4.55
,-1.95,2.09,4.1
,-1.68,2.77,4.64
,-2.05,2.33,4.79
,-1.79,2.88,5.15
,-1.97,2.54,5.0
,-1.91,2.1,4.01
,-1.73,1.74,3.04
,-1.93,2.34,4.52
,-2.07,2.4,4.95
,-1.92,2.34,4.51
,-1.66,2.53,4.18
,-1.71,2.55,4.36
,-1.66,2.45,4.09
,-1.8,2.15,3.88
,-2.05,2.15,4.41
,-1.82,2.17,3.94
,-2.01,1.5,3.02
,-2.02,2.54,5.13
,-1.82,2.34,4.26
,-2.0,2.31,4.61
,-1.84,2.28,4.19
,-1.98,2.31,4.58
,-1.8,2.56,4.61
,-1.86,2.32,4.3
,-2.07,2.01,4.14
,-2.09,1.34,2.8
,-1.96,2.12,4.15
,-2.04,2.09,4.26
,-1.97,2.0,3.95
,-2.11,2.16,4.56
,-1.88,2.45,4.61
,-1.93,3.0,5.79
,-2.02,2.29,4.62
,-1.56,2.61,4.06
,-1.83,2.55,4.66
,-2.02,2.14,4.32
,-1.95,2.1,4.1
,-1.95,1.96,3.82
,-1.88,2.17,4.08
,-1.99,2.36,4.68
,-1.88,2.05,3.83
,-2.0,2.13,4.26
,-1.86,2.35,4.38
,-1.97,2.3,4.53
,-2.08,1.35,2.81
,-1.92,1.77,3.39
,-2.23,1.28,2.85
,-1.82,2.34,4.26
,-1.76,1.9,3.35
,-2.07,1.32,2.73
,-1.55,0.97,1.5
,-2.11,1.42,2.99
,-2.07,1.53,3.15
,-1.98,2.04,4.04
,-1.64,2.49,4.07
,-1.93,1.86,3.58
,-2.05,1.71,3.5
,-2.1,1.23,2.59
,-2.03,2.14,4.33
,-2.03,2.31,4.69
,-2.08,1.94,4.02
,-1.91,1.77,3.38
,-1.82,2.23,4.06
,-1.82,2.28,4.15
,-2.07,2.23,4.61
,-2.55,0.45,1.15
,-2.56,1.01,2.6
,-2.53,0.8,2.02
,-1.99,1.1,2.21
,-2.05,1.42,2.91
,-1.71,2.3,3.93
,-1.85,2.13,3.93
,-2.07,1.73,3.57
,-1.97,1.98,3.9
,-2.15,1.69,3.62
,-2.28,1.45,3.3
,-2.19,1.6,3.51
,-1.97,1.7,3.34
,-2.18,1.23,2.68
,-2.3,1.41,3.25
,-2.08,2.22,4.62
,-2.05,1.87,3.84
,-2.25,1.55,3.48
,-1.32,1.58,2.09
,-1.95,2.43,4.74
,-2.3,1.25,2.89
,-2.15,0.57,1.24
,-1.43,2.44,3.48
,-2.05,2.24,4.59
,-1.91,1.97,3.78
,-1.94,1.97,3.82
,-1.8,2.61,4.69
,-1.95,2.15,4.18
,-1.42,2.84,4.03
,-1.76,2.06,3.62
,-1.53,2.96,4.55
,-2.15,2.57,5.52
,-2.0,2.09,4.18
,-1.78,2.44,4.33
,-2.09,1.97,4.13
,-1.75,2.45,4.29
,-1.96,2.31,4.53
,-1.98,2.38,4.71
,-1.81,2.44,4.42
,-1.7,2.41,4.1
,-1.68,2.69,4.52
,-2.05,2.94,6.1
,-2.02,2.17,4.38
,,,11.09
,,,11.35
,1.61,6.53,10.46
,1.49,5.9,8.78
,1.48,5.46,8.08
,1.62,6.47,10.48
,1.47,5.89,8.65
,1.48,5.43,8.05
,1.58,6.5,10.28
,1.48,5.83,8.62
,1.47,5.43,7.99
,1.6,6.48,10.38
,1.47,5.89,8.7
,1.47,5.46,8.02
,3.74,2.54,9.5
,3.65,2.18,7.96
,3.6,2.1,7.58
,3.71,2.49,9.23
,3.63,2.18,7.93
,3.59,2.1,7.57
,3.46,2.39,8.27
,3.49,2.06,7.17
,3.42,2.01,6.87
,3.64,2.15,7.95
,3.61,2.11,7.64
,1.6,6.5,10.41
,1.48,5.87,8.68
,1.48,5.44,8.04
,1.6,6.48,10.38
,1.47,5.89,8.7
,1.47,5.46,8.02
,3.64,2.47,9.0
,3.59,2.14,7.69
,3.54,2.07,7.34
,3.73,2.53,9.46
,3.64,2.15,7.95
,3.61,2.11,7.64
,3.4,2.43,8.3
,3.2,2.37,7.6
,1.5,2.28,3.5
,,2.8,
,,2.8,
,,2.19,
,,2.15,
,,2.18,
,,2.17,
,,1.89,
,,2.15,
,,1.93,
,,2.39,
,,2.38,
,1.08,6.2,6.7
,1.19,4.01,4.18
,1.0,6.29,6.8
,1.15,3.5,3.59
,1.16,1.39,1.16
,1.16,4.66,4.93
,1.25,4.66,4.93
,1.46,1.02,0.73
,1.27,2.56,2.51
,0.99,5.33,5.7
,1.25,3.79,3.92
,0.89,7.49,8.19
,1.1,4.83,5.12
,1.18,4.18,4.37
,1.13,3.05,3.07
,1.13,1.63,1.44
,1.26,2.4,2.32
,1.31,4.88,5.18
,1.08,4.03,4.2
,1.19,2.67,2.63
,1.22,4.57,4.82
,1.13,4.97,5.28
,1.22,4.76,5.04
,1.15,4.95,5.26
,,,7.5
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,-3.6,1.41,5.1
,-3.0,0.84,2.5
,-3.0,1.48,4.5
,-3.5,1.28,4.5
,4.97,1.23,6.11
,4.37,2.18,9.53
,4.35,1.57,6.81
,4.37,1.68,7.33
,4.63,1.45,6.71
,3.77,1.42,5.37
,4.9,1.01,4.97
,4.99,0.96,4.78
,4.73,1.03,4.9
,4.99,0.7,3.51
,4.9,1.32,6.45
,4.97,1.19,5.9
,4.92,1.17,5.76
,5.11,1.23,6.28
,,,2.9
,,,4.4
,,,3.9
,,,3.9
,,,4.0
,,,2.9
,,,4.8
,,,4.3
,,,2.5
,,,4.1
,-0.8,,11.16
,-0.78,,10.86
,-0.75,,10.66
,-1.4,,32.46
,-1.24,,31.25
,-1.14,,31.7
,-1.23,,30.4
,-1.11,,10.81
,-1.06,,10.79
,-1.12,,10.76
,-1.8,,30.99
,-1.25,,30.84
,-1.2,,31.31
,-2.03,,29.86
,1.5,1.87,2.79
,2.05,3.5,7.14
,1.8,6.8,12.42
,,1.87,
,,1.6,
,,0.72,
,,1.29,
,,2.05,
,,1.99,
,,1.75,
,,1.91,
,,1.81,
,,1.84,
,,1.91,
,,1.89,
,,3.5,
,,3.48,
,,2.02,
,,3.44,
,,3.82,
,,3.82,
,,3.45,
,,6.8,
,,6.9,
,,5.4,
,,5.7,
,,5.7,
,,4.9,
,,4.6,
,,6.5,
,,5.7,6.1
,,5.6,5.9
,,5.8,4.7
,,2.5,3.4
,,2.8,3.3
,,3.4,3.8
,,5.4,5.6
,,6.7,3.4
,,4.6,5.9
,,3.6,3.7
,,3.4,3.0
,-0.93,8.8,8.2
,,8.8,10.6
,,0.48,0.78
,,0.88,1.6
,,2.96,4.3
,,3.7,5.4
,,2.9,4.1
,,2.4,3.4
,,1.9,2.9
,,3.9,2.5
,1.19,3.42,4.07
,1.16,3.45,4.0
,2.93,1.3,3.8
,2.48,1.51,3.75
,1.69,,5.2
,1.67,,5.13
,1.69,,5.3
,1.74,,5.4
,1.18,,7.7
,1.15,,6.1
,1.07,,4.2
,1.09,,3.4
,,1.19,4.6
,,6.17,2.7
,,3.22,1.5
,,4.61,2.1
,,1.3,0.6
,,2.76,1.2
,,5.19,2.4
,,5.3,6.4
,1.23,3.12,3.9
,1.23,3.64,4.6
,1.23,2.05,2.6
,1.23,1.7,2.1
,1.23,4.49,5.2
,1.34,6.89,9.5
,1.34,3.78,5.0
,,1.86,
,,2.04,
,,1.52,
,4.99,,8.71
,4.9,,8.59
,4.66,,9.05
,5.11,,8.95
,4.73,,8.86
,4.49,,9.29
,4.08,,9.5
,3.67,,9.5
,4.9,,9.65
,4.68,,9.65
,4.87,,
,4.68,,
,5.09,,
,4.97,,
,4.46,,
,4.92,,
,4.94,,
,5.16,,
,4.99,,
,4.9,,
,4.66,,
,5.11,,
,4.73,,
,4.49,,
,4.51,,6.38
,4.82,,5.88
,3.1,,5.57
,3.24,,6.6
,3.41,,7.32
,3.58,,8.93
,2.06,,5.42
,2.11,,5.47
,1.85,,4.75
,2.04,,5.06
,2.16,,7.2
,2.14,,6.86
,2.14,,7.01
,2.74,,8.42
,2.09,,7.68
,1.03,,1.03
,1.3,,2.83
,1.32,,5.16
,1.39,,5.35
,3.72,,5.16
,3.41,,4.8
,6.5,0.77,5.0
,6.8,1.07,7.3
,6.5,1.13,7.4
,7.0,1.26,8.8
,6.8,1.48,10.0
,6.6,1.62,10.7
,6.2,1.82,11.2
,6.2,1.99,12.4
,5.8,2.26,13.1
,5.2,2.6,13.4
,5.2,0.75,3.9
,5.5,0.93,5.1
,3.8,0.97,3.7
,4.7,1.29,6.1
,4.8,1.52,7.3
,4.7,1.84,8.6
,3.3,1.88,6.3
,3.2,2.05,6.6
,1.0,,1.7
,4.1,,8.4
,,,8.9
,,,8.7
,,,7.5
,4.85,0.81,3.94
,22.55,0.12,2.77
,6.23,0.58,3.58
,1.43,2.39,3.44
,1.89,1.84,3.46
,1.5,1.72,2.56
,0.55,4.81,2.65
,0.56,4.78,2.68
,2.27,1.16,2.64
,2.16,1.22,2.64
,2.26,1.21,2.75
,2.29,1.25,2.85
,2.28,1.29,2.97
,2.32,1.33,3.1
,2.49,1.2,3.0
,2.71,1.24,3.38
,2.87,1.28,3.7
,3.09,1.33,4.14
,2.31,1.28,2.94
,2.38,1.31,3.14
,2.49,1.38,3.46
,2.41,1.48,3.59
,2.17,1.09,2.37
,2.08,0.99,2.06
,1.85,0.95,1.77
,1.87,0.81,1.53
,2.21,1.24,2.75
,2.29,1.27,2.85
,2.35,1.27,3.0
,2.34,1.32,3.09
,2.37,1.26,2.99
,2.56,1.29,3.32
,2.79,1.33,3.73
,2.97,1.38,4.12
,2.31,1.23,2.85
,2.38,1.28,3.06
,2.51,1.32,3.3
,2.6,1.34,3.49
,2.1,1.14,2.4
,1.96,1.07,2.1
,1.87,0.96,1.8
,1.82,0.85,1.55
,,,3.35
,,,3.27
,0.42,2.86,1.32
,0.6,2.94,1.75
,1.02,3.02,3.17
,1.04,2.74,2.88
,1.03,2.71,2.82
,2.63,5.0,12.89
,2.86,4.5,13.13
,1.91,5.9,10.98
,,0.31,
,,0.3,
,,0.17,
,,0.25,
,,1.11,
,1.06,4.97,5.27
,0.96,4.41,4.25
,0.89,4.65,4.16
,1.16,6.02,6.99
,0.59,2.52,
,0.68,2.51,
,0.48,4.24,
,0.7,3.72,
,,4.94,9.1
,,4.41,8.1
,,3.85,7.0
,,5.47,10.0
,,4.92,9.0
,,4.42,8.1
,,3.95,7.2
,,5.35,9.8
,2.33,1.8,4.33
,,,
,1.5,3.4,4.8
,1.5,3.3,5.1
,,,
,7.8,0.65,5.2
,7.0,0.4,2.8
,3.3,2.7,8.9
,3.1,2.4,7.4
,3.4,2.8,9.5
,4.8,,10.5
,3.6,,9.9
,4.4,,10.6
,5.0,,10.8
,5.1,,10.7
,1.8,,8.6
,1.2,,6.6
,1.0,,4.5
,1.0,,4.2
,1.8,,15.0
,1.8,,13.7
,1.2,,7.4
,1.1,,7.4
,1.1,,7.3
,,4.79,
,,4.73,
,,4.85,
,,4.56,
,,4.6,
,3.83,0.63,2.4
,1.2,4.86,5.81
,1.2,4.86,5.89
,,0.7,6.0
,,0.8,3.0
,,1.3,3.0
,,0.5,5.0
,,0.45,3.3
,,1.0,2.4
,4.4,,18.8
,5.2,,19.7
,4.5,,17.9
,4.9,,19.7
,5.3,,20.7
,,,14.5
,1.7,2.8,4.8
,,,
,,,6.1
,,,8.5
,,,9.7
,,,9.4
,,,5.4
,,,7.6
,,,5.8
,,,5.7
,,,3.5
,,,2.1
,,,4.0
,,,6.4
,,,5.2
,,2.4,
,,3.6,
,,0.7,
,,1.45,
,,0.75,
,,2.25,
,,5.75,
,2.3,1.1,2.53
,2.1,2.15,4.52
,3.4,0.4,1.36
,2.4,1.4,3.36
,,1.35,6.3
,,1.37,6.9
,1.11,4.12,4.57
,2.78,2.2,6.22
,1.88,2.0,3.83
,1.9,2.02,3.97
,,4.3,6.0
,,3.9,7.0
,,3.4,3.2
,,3.0,2.7
,,1.5,2.2
,,1.5,2.1
,4.1,,10.7
,2.5,,7.2
,,,4.5
,2.35,5.52,13.0
,5.5,0.44,2.4
,4.6,2.3,10.6
,,,5.0
,,,8.1
,,,-0.96
,,,
,,,7.2
,,,7.0
,4.8,2.3,19.3
,4.3,3.5,23.0
,5.3,3.5,26.4
,4.5,3.3,22.7
,5.1,2.5,20.8
,3.4,1.4,12.7
,4.0,2.2,17.0
,5.1,2.1,19.0
,,,5.81
,,,4.4
,,,4.95
,,,6.51
,,,4.9
,8.6,0.97,8.4
,9.0,0.92,8.3
,3.1,2.29,7.1
,6.6,0.5,3.3
,5.5,0.51,2.8
,2.5,2.41,6.0
,8.7,1.1,9.3
,4.5,1.7,7.7
,10.5,0.77,8.1
,4.4,1.7,7.7
,9.8,0.4,3.9
,4.5,1.8,8.1
,5.1,0.32,1.6
,4.7,1.8,8.6
,8.1,0.94,7.6
,2.5,2.4,5.8
,7.0,0.96,6.8
,5.5,2.2,11.9
,10.5,0.69,7.2
,3.6,2.2,7.9
,18.3,0.7,12.9
,4.3,2.0,8.8
,10.2,0.66,6.8
,2.0,2.4,4.8
,7.4,0.63,4.6
,3.8,2.2,8.6
,1.83,,5.77
,,,
,,5.0,4.5
,2.34,,3.39
,2.5,2.51,6.4
,1.4,3.73,5.2
,2.3,2.46,5.7
,1.2,3.8,4.6
,1.9,2.68,5.0
,1.2,3.58,4.2
,2.1,2.67,5.6
,1.3,3.51,4.4
,1.46,3.63,13.3
,4.1,0.83,3.5
,,,8.2
,,,3.4
,,,4.8
,,,
,,,8.13
,,,4.3
,,,4.78
,,,3.35
,,,7.89
,,4.6,10.5
,,4.6,10.4
,,4.3,5.4
,,4.4,5.0
,,4.4,4.8
,,4.4,5.8
,,4.6,14.5
,,4.5,15.6
,,4.4,10.7
,,5.1,4.4
,,4.8,4.0
,,4.7,3.9
,,4.7,4.2
,,4.8,4.0
,,5.1,4.9
,,5.1,4.3
,,5.1,4.6
,,5.1,4.8
,,4.9,3.6
,,5.2,4.6
,,5.2,4.8
,,5.2,4.7
,,5.3,4.7
,,5.3,5.1
,,5.7,4.9
,,5.7,5.7
,,5.5,5.2
,,5.3,5.4
,7.18,0.79,5.7
,7.46,1.27,9.46
,4.17,1.79,7.44
,,,2.82
,1.7,,5.4
,1.7,,5.7
,1.7,,5.8
,1.23,,6.42
,2.02,,6.45
,1.28,,6.71
,2.86,,6.75
,4.75,,6.68
,2.85,,6.7
,,6.2,
,,6.4,
,,6.7,
,,4.9,
,,4.8,
,,5.8,
,,5.5,
,,6.1,
,,4.6,
,,5.3,
,,5.7,
,1.11,6.21,6.92
,1.06,6.47,6.87
,1.06,6.4,6.79
,2.5,,5.1
,1.45,,2.1
,2.2,,5.6
,2.3,,4.5
,1.5,,2.4
,2.2,,5.4
,2.5,,4.8
,2.1,,2.5
,2.1,,4.8
,5.0,3.3,16.6
,5.0,3.1,15.6
,5.0,2.9,14.9
,5.0,3.2,16.3
,5.0,3.3,16.6
,,5.0,18.0
,,2.6,3.0
,6.2,,59.9
,,2.1,4.54
,,1.3,
,,2.7,
,,3.0,5.2
,,3.8,4.3
,,2.7,4.1
,,2.7,5.1
,,4.5,5.5
,,5.0,9.1
,,3.0,4.2
,,3.4,3.8
,4.24,1.19,5.05
,3.83,1.04,4.0
,,0.6,
,,2.6,
,1.19,6.32,7.55
,1.25,3.91,4.67
,,,0.0
,,,0.0
,1.6,3.7,5.9
,,6.3,
,,3.9,
,,4.0,
,,6.3,
,,5.6,
,,5.0,
,,3.8,
,,4.8,
,,5.65,
,,5.9,
,,5.3,
,,2.2,
,,4.4,
,,3.8,
,,5.3,
,,4.7,
,,3.4,
,,4.9,
,,4.2,
,,4.1,
,,4.9,
,,4.7,
,,4.3,
,,5.1,
,,4.3,
,,4.0,
,,3.6,
,,4.2,
,5.5,2.2,0.0
,2.0,6.3,0.0
,,,6.5
,3.28,1.95,6.46
,1.12,5.48,5.96
,9.9,0.7,7.9
,,0.8,7.8
,,0.55,4.2
,,0.64,10.0
,4.36,1.34,5.86
,5.4,0.44,2.36
,4.77,2.09,9.96
,4.78,1.22,5.85
,4.75,1.17,5.55
,,1.34,5.86
,,1.39,5.02
,,1.39,5.49
,,1.41,4.16
,,1.58,7.76
,,1.52,8.83
,,1.77,7.88
,,2.14,9.9
,,2.17,10.59
,,1.7,5.8
,,2.09,9.96
,,,13.8
,,,12.2
,,,7.56
,,,11.2
,,,6.94
,,,5.98
,,2.3,10.53
,,2.6,14.11
,,2.2,8.37
,,2.1,6.22
,,2.2,10.77
,,2.1,11.0
,,1.8,5.26
,,4.7,
,,4.9,
,9.8,0.8,7.8
,11.0,0.75,8.1
,1.5,1.1,1.4
,,,13.6
,,,12.7
,,,15.3
,,,15.6
,,,8.1
,,,7.4
,,,6.8
,,,8.1
,,,5.8
,,,8.2
,,,3.0
,,,5.5
,,,5.2
,1.9,3.7,7.0
,1.2,3.6,4.4
,2.75,2.7,7.43
,2.34,2.6,6.0
,2.68,2.7,7.22
,1.6,2.5,3.99
,2.46,1.7,4.18
,2.29,1.4,3.2
,2.46,2.71,6.67
,2.77,2.6,2.77
,-4.6,,5.90344168260038
,-4.6,,5.40152963671128
,-4.2,,3.99139579349904
,-5.4,,5.09082217973231
,-5.4,,4.89961759082218
,1.85,,3.11
,1.73,,3.56
,1.86,,4.57
,1.64,,4.75
,1.84,,5.72
,1.65,,4.79
,1.46,,4.73
,1.72,,5.34
,1.5,,4.8
,1.63,,5.11
,1.51,,4.9
,1.62,,5.49
,1.66,,5.82
,1.48,,5.69
,1.45,,5.36
,1.48,,5.67
,1.62,,5.99
,1.58,,5.97
,1.51,,5.7
,1.38,,4.96
,1.45,,5.19
,1.49,,5.35
,1.49,,5.29
,1.26,,4.54
,1.57,,5.13
,1.59,,5.1
,1.51,,4.55
,1.14,,3.3
,1.33,,3.66
,10.65,1.05,5.98
,8.08,1.05,4.98
,8.65,1.06,5.39
,9.36,1.0,5.5
,10.45,0.73,4.49
,8.76,1.08,5.55
,9.31,0.6,3.27
,8.25,1.23,5.95
,9.04,0.52,2.76
,,,5.07
,,,5.07
,,,3.85
,,,4.73
,,,5.27
,,,5.1
,,,5.15
,,,5.53
,,,4.63
,,,4.43
,,,4.89
,,,5.21
,,,4.77
,,,5.73
,,,5.21
,,,5.94
,,,3.6
,,,5.2
,,,3.18
,,,2.71
,,,3.8
,,,2.19
,,,2.31
,,,3.22
,,,2.15
,,,3.16
,,,3.52
,,,2.4
,1.1,4.98,5.95
,2.43,2.02,4.85
,1.1,4.98,6.03
,,,
,,,
,1.8,,29.1
,,,7.8
,,,4.5
,,,4.0
,,,7.28
,5.8,0.75,1.9
,,0.75,
,5.7,0.75,2.8
,5.9,0.75,3.2
,5.28,0.75,3.47
,,,7.4
,,,8.5
,,,8.4
,0.3,,2.2
,1.8,,1.82
,,,
,,,
,,,
,,,
,,,2.49
,,,5.11
,,,9.35
,,,2.39
,,,3.92
,,,5.69
,4.87,1.13,5.53
,4.8,1.36,6.54
,4.97,1.29,6.4
,4.69,1.27,5.97
,5.3,1.22,6.47
,5.03,1.12,5.59
,,,8.46
,1.2,,
,1.13,,
,0.91,,
,0.92,,
,0.77,,
,0.98,,
,1.15,,
,0.33,,0.66
,,,5.29
,,,5.72
,1.1,,3.2
,1.4,,1.3
,4.3,,26.0
,8.5,,23.0
,3.7,,8.3
,7.5,,5.4
,0.6,,2.6
,0.4,,0.16
,7.15,1.08,7.72
,8.83,1.4,12.39
,8.55,1.76,15.09
,21.89,0.56,12.26
,11.65,1.35,15.77
,11.3,1.51,17.08
,,,
,,,
,,,
,,,
,,,
,2.24,1.02,2.28
,2.19,1.05,2.2
,2.19,1.06,2.32
,2.2,0.99,2.18
,2.39,2.23,5.33
,2.56,1.39,3.56
,1.63,3.1,5.04
,1.62,3.08,5.1
,1.63,4.31,7.11
,1.59,4.26,6.78
,1.65,4.61,7.59
,1.46,5.18,7.55
,1.49,5.19,7.75
,1.47,4.53,6.64
,1.53,4.58,7.03
,1.65,4.76,7.85
,,,
,,,
,,,
,,,
,,,
,,,
,0.96,3.4,3.35
,1.2,1.2,1.67
,,1.7,
,,2.2,10.59
,,2.3,11.35
,,2.9,10.95
,,5.2,12.28
,,4.9,11.26
,,5.1,11.97
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,11.6
,,,22.5
,,,9.7
,,,9.68
,,,2.51
,0.99,0.7,4.5
,0.99,0.61,3.9
,1.02,0.15,1.0
,0.93,0.8,4.9
,0.98,0.72,4.6
,2.25,5.84,13.13
,,,
,,,
,,,
,,2.1,
,,1.8,
,,2.6,
,,1.9,
,,2.5,
,,7.0,
,,6.6,
,,6.0,
,,8.0,
,,7.0,
,,7.6,
,5.68,0.43,2.5
,5.16,0.56,2.9
,5.81,0.46,2.7
,5.49,0.6,3.3
,6.14,0.56,3.4
,6.46,0.4,2.6
,5.88,0.4,2.3
,5.81,0.51,3.0
,6.86,0.38,2.6
,6.2,0.6,3.7
,7.05,0.44,3.1
,6.53,0.67,4.3
,7.51,0.35,2.6
,6.86,0.57,3.9
,7.05,0.41,2.9
,6.79,0.6,4.0
,6.53,0.75,4.9
,5.94,0.85,5.0
,6.86,0.65,4.5
,6.14,0.9,5.5
,5.88,0.79,4.7
,6.2,0.53,3.3
,5.55,0.71,4.0
,5.74,0.57,3.3
,7.18,0.56,4.0
,6.86,0.68,4.7
,7.25,0.47,3.4
,6.86,0.63,4.3
,6.79,0.6,4.0
,7.38,0.41,3.0
,6.2,0.65,4.0
,7.05,0.47,3.3
,5.42,0.62,3.4
,6.07,0.63,3.8
,5.75,0.69,4.0
,5.88,0.76,4.5
,5.94,0.58,3.4
,6.53,0.57,3.8
,6.27,0.65,4.1
,6.46,0.64,4.1
,6.33,0.38,2.4
,6.99,0.32,2.2
,6.2,0.49,3.1
,6.4,0.51,3.2
,6.07,0.4,2.4
,7.12,0.32,2.3
,6.33,0.51,3.2
,6.66,0.51,3.4
,5.42,0.58,3.1
,6.79,0.5,3.4
,6.0,0.66,3.9
,6.27,0.65,4.1
,6.53,0.61,4.0
,6.79,0.59,4.0
,6.6,0.69,4.6
,6.6,0.75,4.9
,6.0,0.58,3.5
,6.4,0.6,3.8
,5.88,0.78,4.6
,6.14,0.79,4.9
,5.55,0.63,3.5
,6.4,0.73,4.6
,5.88,0.75,4.4
,6.2,0.75,4.6
,6.14,0.35,2.2
,5.55,0.4,2.2
,5.75,0.47,2.7
,5.88,0.48,2.8
,6.4,0.37,2.4
,6.4,0.45,2.6
,5.94,0.49,2.9
,6.33,0.52,3.3
,6.4,0.32,2.0
,5.88,0.37,2.2
,6.27,0.48,3.0
,6.73,0.41,2.8
,7.05,0.28,2.0
,6.2,0.41,2.6
,6.53,0.52,3.4
,6.79,0.42,2.9
,6.6,0.67,4.4
,6.92,0.54,3.7
,6.66,0.51,3.4
,7.05,0.42,3.0
,6.53,0.59,3.8
,6.86,0.52,3.6
,5.22,0.41,2.1
,5.75,0.42,2.4
,6.66,0.69,4.6
,6.66,0.71,4.7
,6.33,0.57,3.6
,6.53,0.62,4.0
,6.33,0.69,4.4
,6.6,0.71,4.7
,6.0,0.58,3.5
,6.4,0.65,4.1
,6.53,0.82,5.4
,7.18,0.41,3.0
,6.53,0.53,3.5
,6.53,0.74,4.8
,7.25,0.33,2.4
,7.05,0.39,2.7
,6.53,0.47,3.1
,7.12,0.45,3.2
,6.08,0.86,5.2
,6.39,0.83,5.3
,6.61,0.84,5.5
,6.68,0.68,4.5
,6.54,0.83,5.5
,6.28,0.82,5.2
,5.94,0.74,4.4
,5.35,0.95,5.1
,7.01,0.51,3.6
,6.35,0.66,4.2
,6.4,0.81,5.2
,6.27,0.82,5.1
,6.41,0.87,5.6
,6.48,0.71,4.6
,6.74,0.7,4.7
,6.61,0.69,4.5
,6.68,0.79,5.3
,6.48,0.66,4.3
,6.65,0.72,4.8
,6.18,0.82,5.1
,6.45,0.81,5.2
,6.75,0.69,4.7
,6.67,0.78,5.2
,6.99,0.52,3.6
,6.68,0.73,4.8
,7.09,0.53,3.8
,6.68,0.75,5.0
,6.55,0.81,5.3
,6.66,0.76,5.0
,6.3,0.72,4.5
,5.9,0.68,4.0
,7.05,0.56,3.9
,7.14,0.55,3.9
,7.05,0.52,3.7
,6.89,0.53,3.6
,6.64,0.35,2.3
,7.35,0.26,1.9
,6.0,0.57,3.4
,5.53,0.43,2.4
,6.47,0.51,3.3
,6.41,0.81,5.2
,6.49,0.67,4.3
,6.69,0.6,4.0
,6.68,0.65,4.3
,6.82,0.5,3.4
,6.02,0.32,2.0
,6.31,0.25,1.5
,6.54,0.68,4.4
,6.57,0.47,3.1
,6.5,0.71,4.6
,6.58,0.6,4.0
,6.5,0.82,5.3
,6.4,0.74,4.7
,6.34,0.95,6.0
,6.14,1.0,6.1
,6.48,0.74,4.8
,5.19,0.72,3.7
,6.51,0.9,5.9
,5.99,0.61,3.7
,0.93,0.6,3.7
,0.95,0.63,4.0
,0.97,0.6,3.9
,1.01,0.53,3.6
,0.89,0.75,4.5
,0.92,0.8,4.9
,0.99,0.63,4.2
,0.87,0.64,3.7
,1.01,0.67,4.5
,0.96,0.63,4.1
,0.96,0.73,4.7
,1.0,0.67,4.5
,0.78,0.75,3.9
,0.74,0.89,4.4
,0.86,0.67,3.9
,0.83,0.78,4.3
,0.92,0.38,2.4
,0.88,0.6,3.5
,0.94,0.4,2.5
,0.89,0.6,3.6
,0.91,0.8,4.9
,1.01,0.64,4.3
,0.95,0.79,5.0
,1.04,0.62,4.3
,1.06,0.53,3.7
,1.09,0.32,2.4
,1.03,0.56,3.8
,1.09,0.35,2.5
,0.88,0.59,3.5
